Om,newton_iter,normR,stepnorm
7.6780351003793612e-01,368,1.3267583404325359e-06,5.3703734914569378e-06
7.3923811088399349e-01,369,9.7666558065319419e-04,3.3894783876850377e-03
7.3708636977926389e-01,370,1.8343603085682867e-06,6.4660804462868878e-06
7.0431204616042109e-01,371,1.0359027480976385e-03,3.8972858894309468e-03
7.0213574281291491e-01,372,2.3333995801137736e-06,8.7630514251226481e-06
6.6521684692923311e-01,373,1.0419062704444420e-03,3.5904235881405282e-03
6.6324418498107740e-01,374,2.4388597064773613e-06,8.3714309884934596e-06
6.2266968133875411e-01,375,9.8989329042636844e-04,3.1353303253426755e-03
6.2106932935634662e-01,376,2.0268001741238390e-06,6.3949366467773854e-06
5.7759577897010350e-01,377,8.9492757451381402e-04,2.6218387805610629e-03
5.7641022942616760e-01,378,1.3812792670468128e-06,4.0327422048271232e-06
5.3082212448827648e-01,379,7.8120958835049012e-04,2.1335267042323042e-03
5.2999509996373417e-01,380,8.2016015283682734e-07,2.2317767927951997e-06
4.8294468931829410e-01,381,6.6872866348314033e-04,1.7165144963791996e-03
4.8238552880624658e-01,382,4.5170233331989205e-07,1.1539381350162158e-06
