Om,newton_iter,normR,stepnorm
9.9669205496066748e-01,368,4.1919345899964650e-04,2.0882728337161113e-03
9.9632115195488191e-01,369,6.4163011593273564e-07,8.3354811591466892e-06
9.8792349425058334e-01,370,2.0591358969337553e-03,1.1131816476094085e-02
9.8968060710563455e-01,371,1.6610408961707267e-05,2.7320752261161601e-04
9.8392991527100937e-01,372,2.9938993971610430e-04,2.7526916179607770e-03
9.8357871400714725e-01,373,7.6683044271955598e-07,1.1043784647629698e-05
9.7711817642030208e-01,374,3.3787040988878024e-04,2.8677429152366889e-03
9.7673259955045644e-01,375,8.4943434567266162e-07,1.2660036385179281e-05
9.6950740099728172e-01,376,3.7722792650634229e-04,2.4491041940486917e-03
9.6909071465555119e-01,377,2.0440868942573190e-05,5.4123684721251558e-05
9.6106955061804322e-01,378,4.1552938124243046e-04,2.1317720968502046e-03
9.6062801574027379e-01,379,7.6798757491841752e-07,9.7698947705944847e-06
9.5171750073394712e-01,380,1.9077750759782927e-04,4.3434530357894068e-04
9.5161586747734539e-01,381,5.1755174473057166e-08,3.5987256415158458e-07
9.4253788047594633e-01,382,4.8787314690530953e-04,8.7199200648181740e-04
9.4296373618313201e-01,383,3.5315252334102987e-07,2.4923863403398593e-06
9.3516406874575109e-01,384,5.7861411684210270e-04,2.1749162406033569e-03
9.3530127911843342e-01,385,2.8534521218221081e-07,2.6596839514170473e-06
9.2727229154476754e-01,386,5.4147623366366106e-04,2.7654953669908589e-03
9.2661381798617393e-01,387,1.5101435900591908e-06,1.4937421111325152e-05
9.1757940406195759e-01,388,7.5400537309052915e-04,4.7447219667103918e-03
9.1672023465682828e-01,389,3.6272765874169510e-06,3.6008525278404721e-05
9.0619353145409676e-01,390,1.6674931721572913e-04,8.9999714146000596e-04
9.0609336805968699e-01,391,9.1752745159576960e-08,8.1641897498819621e-07
8.9544866190315819e-01,392,3.8972735053564259e-04,1.2173338394953302e-03
8.9494066348087553e-01,393,5.3956266150458490e-07,4.4440959205298352e-06
8.8324007848618047e-01,394,5.1234034595644569e-04,9.7837469864633301e-04
8.8245690843772806e-01,395,4.6396471058220684e-07,3.4417482209889140e-06
8.6930625164476116e-01,396,6.4878755795420959e-04,1.2663377249610768e-03
8.6824306133222329e-01,397,6.8811219269037695e-07,4.6200532287711940e-06
8.5292911479512701e-01,398,7.0263140631131359e-04,1.4710204682035024e-03
8.5169583229387857e-01,399,7.6165787370269898e-07,5.0289021440479323e-06
8.3385622246240498e-01,400,5.1607661160536290e-04,4.9478658910545690e-04
8.3374761581184220e-01,401,1.6025132706251034e-07,2.3072995105503899e-07
8.1485006448197805e-01,402,6.4819426045106495e-04,1.7132678763943563e-03
8.1354239987317389e-01,403,5.2980467054338518e-07,2.6411000885124472e-06
7.9241166685693254e-01,404,8.7900910890411407e-04,2.4355955033326698e-03
7.9048997905505447e-01,405,1.4639509366785289e-06,7.6047789909592104e-06
7.6548729208279542e-01,406,9.8312865744458553e-04,3.0482877197129526e-03
7.6329586134545779e-01,407,1.7589245541871921e-06,7.4203072149154199e-06
7.3395568059879313e-01,408,9.5210981877917318e-04,3.3677601706540673e-03
7.3187476412150643e-01,409,1.8654613046890588e-06,6.4102837670697789e-06
6.9828603866455186e-01,410,1.0366960280851140e-03,3.8518828390276885e-03
6.9614699331177821e-01,411,2.4375278089867689e-06,8.6923202965143571e-06
6.5863742649568358e-01,412,9.8493035708534888e-04,3.4149824463770629e-03
6.5679306167304252e-01,413,2.1326856664393168e-06,7.2907736826155894e-06
6.1596127636824649e-01,414,1.0689661780550410e-03,3.3459794758197913e-03
6.1426141558569913e-01,415,2.1550942526122013e-06,6.7542021357250139e-06
5.7038502053823770e-01,416,7.8995067948604174e-04,2.3094996751392210e-03
5.6937430566300473e-01,417,9.7441813009132059e-07,2.8085488566445430e-06
5.2359491649025425e-01,418,7.7752234572636052e-04,2.1176155231383068e-03
5.2278865759042048e-01,419,7.0089927896356283e-07,1.8940664449455844e-06
4.7558924877234277e-01,420,6.6096737518781510e-04,1.6899611189622145e-03
4.7505152390035943e-01,421,3.7678539246006228e-07,9.4185632925963626e-07
